Name,Date,Total Cell,Live Cell,Dead Cell,Viability,Average Cell Size,Protocol,Total Num,Live Num,Dead Num
,21/02/2022 12:32,3.94E06,3.77E06,1.69E05,95.7%,16.8,DEFAULT,838,802,36
,21/02/2022 12:18,1.64E07,1.57E07,7.14E05,95.6%,14.1,DEFAULT,3486,3334,152
,21/02/2022 12:18,9.72E06,8.56E06,1.16E06,88.1%,14.5,DEFAULT,2070,1823,247
,21/02/2022 12:16,9.80E06,8.74E06,1.05E06,89.3%,14.5,DEFAULT,2086,1862,224
,21/02/2022 12:16,1.07E07,9.99E06,7.28E05,93.2%,14.2,DEFAULT,2283,2128,155
,21/02/2022 12:15,1.12E07,1.06E07,6.06E05,94.6%,14.6,DEFAULT,2378,2249,129
,21/02/2022 12:14,1.06E07,8.91E06,1.68E06,84.2%,13.6,DEFAULT,2255,1898,357
,21/02/2022 12:13,1.23E07,1.16E07,6.76E05,94.5%,14.4,DEFAULT,2616,2472,144
,21/02/2022 12:12,9.56E06,7.18E06,2.38E06,75.1%,13.5,DEFAULT,2035,1528,507
,21/02/2022 12:11,1.16E07,1.05E07,1.03E06,91.1%,13.8,DEFAULT,2464,2245,219
,21/02/2022 12:10,9.71E06,8.95E06,7.56E05,92.2%,14.0,DEFAULT,2067,1906,161
,21/02/2022 12:09,5.88E06,5.72E06,1.50E05,97.4%,12.3,DEFAULT,1251,1219,32
,18/02/2022 11:33,6.59E06,6.29E06,2.96E05,95.5%,15.3,DEFAULT,1403,1340,63
,18/02/2022 11:32,7.05E06,6.40E06,6.48E05,90.8%,15.3,DEFAULT,1501,1363,138
,18/02/2022 11:32,6.83E06,6.42E06,4.09E05,94.0%,15.1,DEFAULT,1455,1368,87
,18/02/2022 11:31,6.32E06,5.96E06,3.57E05,94.4%,14.9,DEFAULT,1346,1270,76
,18/02/2022 11:31,7.21E06,6.57E06,6.43E05,91.1%,14.5,DEFAULT,1536,1399,137
,18/02/2022 11:30,6.64E06,6.05E06,5.92E05,91.1%,14.4,DEFAULT,1415,1289,126
,18/02/2022 11:29,1.02E07,9.38E06,8.08E05,92.1%,14.2,DEFAULT,2170,1998,172
,18/02/2022 11:29,1.07E07,1.02E07,5.12E05,95.2%,13.4,DEFAULT,2274,2165,109
,18/02/2022 11:28,1.02E07,9.90E06,3.47E05,96.6%,14.8,DEFAULT,2182,2108,74
,18/02/2022 11:28,1.02E07,9.79E06,4.37E05,95.7%,14.3,DEFAULT,2178,2085,93
,18/02/2022 11:27,1.21E07,1.13E07,7.70E05,93.6%,14.1,DEFAULT,2577,2413,164
,18/02/2022 11:27,7.53E06,7.18E06,3.43E05,95.4%,14.7,DEFAULT,1603,1530,73
,18/02/2022 11:26,8.88E06,6.66E06,2.21E06,75.1%,12.3,DEFAULT,1890,1419,471
,18/02/2022 11:26,7.24E06,5.95E06,1.29E06,82.2%,11.9,DEFAULT,1542,1268,274
,18/02/2022 11:25,3.49E06,2.83E06,6.62E05,81.0%,12.5,DEFAULT,743,602,141
,18/02/2022 11:25,2.07E06,1.22E06,8.50E05,58.9%,11.6,DEFAULT,440,259,181
,18/02/2022 11:24,3.07E06,1.95E06,1.12E06,63.6%,12.0,DEFAULT,654,416,238
,18/02/2022 11:24,1.64E06,8.03E05,8.41E05,48.9%,11.6,DEFAULT,350,171,179
,18/02/2022 11:23,1.26E07,1.22E07,4.65E05,96.3%,13.4,DEFAULT,2689,2590,99
,18/02/2022 11:23,1.56E07,1.47E07,8.73E05,94.4%,13.5,DEFAULT,3312,3126,186
,18/02/2022 11:22,1.41E07,1.32E07,9.25E05,93.4%,12.9,DEFAULT,3006,2809,197
,18/02/2022 11:21,1.33E07,1.27E07,5.87E05,95.6%,13.4,DEFAULT,2837,2712,125
,18/02/2022 11:20,1.46E07,1.38E07,8.08E05,94.5%,13.5,DEFAULT,3104,2932,172
,18/02/2022 11:20,1.31E07,1.25E07,6.57E05,95.0%,13.6,DEFAULT,2799,2659,140
,18/02/2022 11:19,3.91E06,8.88E05,3.02E06,22.7%,12.6,DEFAULT,832,189,643
,18/02/2022 11:19,8.55E06,3.70E06,4.86E06,43.2%,11.4,DEFAULT,1821,787,1034
,18/02/2022 11:18,1.09E06,2.63E05,8.31E05,24.0%,9.0,DEFAULT,233,56,177
,18/02/2022 11:17,3.55E06,1.82E06,1.73E06,51.3%,10.3,DEFAULT,755,387,368
,18/02/2022 11:17,2.27E06,5.63E05,1.70E06,24.8%,10.9,DEFAULT,483,120,363
,18/02/2022 11:17,1.47E06,3.76E05,1.09E06,25.6%,8.3,DEFAULT,312,80,232
,18/02/2022 11:05,8.21E06,8.09E06,1.17E05,98.6%,12.1,DEFAULT,1748,1723,25
,18/02/2022 11:03,9.59E06,9.40E06,1.92E05,98.0%,11.7,DEFAULT,2043,2002,41
,18/02/2022 11:02,7.81E06,7.69E06,1.27E05,98.4%,12.7,DEFAULT,1664,1637,27
,18/02/2022 11:00,9.12E06,8.95E06,1.69E05,98.1%,12.0,DEFAULT,1942,1906,36
,18/02/2022 10:59,9.48E06,9.33E06,1.46E05,98.5%,11.9,DEFAULT,2018,1987,31
,18/02/2022 10:58,1.05E07,1.04E07,1.31E05,98.7%,11.8,DEFAULT,2232,2204,28
