Name,Date,Total Cell,Live Cell,Dead Cell,Viability,Average Cell Size,Protocol,Total Num,Live Num,Dead Num
,27/05/2022 10:34,1.66E07,1.62E07,3.90E05,97.6%,13.4,DEFAULT,3530,3447,83
,27/05/2022 10:33,1.49E07,1.37E07,1.16E06,92.2%,13.0,DEFAULT,3168,2921,247
,27/05/2022 10:32,1.30E07,1.20E07,1.02E06,92.2%,13.2,DEFAULT,2779,2562,217
,27/05/2022 10:31,1.34E07,1.23E07,1.03E06,92.3%,13.3,DEFAULT,2847,2628,219
,27/05/2022 10:29,1.49E07,1.35E07,1.38E06,90.8%,13.3,DEFAULT,3169,2876,293
ror1-2,27/05/2022 09:24,1.16E07,1.03E07,1.34E06,88.5%,13.7,DEFAULT,2478,2193,285
,26/05/2022 14:48,3.77E06,3.70E06,7.04E04,98.1%,12.0,DEFAULT,803,788,15
,26/05/2022 14:48,4.01E06,3.93E06,7.04E04,98.2%,12.3,DEFAULT,853,838,15
,26/05/2022 13:42,4.42E06,4.26E06,1.64E05,96.3%,11.6,DEFAULT,941,906,35
,25/05/2022 13:08,6.02E06,5.20E06,8.22E05,86.4%,13.3,DEFAULT,1283,1108,175
,25/05/2022 13:07,5.71E06,4.72E06,9.86E05,82.7%,13.1,DEFAULT,1216,1006,210
,25/05/2022 13:06,6.82E06,5.56E06,1.26E06,81.5%,14.5,DEFAULT,1452,1184,268
,25/05/2022 13:04,5.55E06,4.76E06,7.89E05,85.8%,13.6,DEFAULT,1182,1014,168
,25/05/2022 13:03,6.95E06,6.41E06,5.35E05,92.3%,14.9,DEFAULT,1480,1366,114
,25/05/2022 13:01,6.43E06,5.59E06,8.41E05,86.9%,13.2,DEFAULT,1370,1191,179
,25/05/2022 13:00,5.81E06,4.89E06,9.20E05,84.2%,14.4,DEFAULT,1238,1042,196
,25/05/2022 12:58,5.30E06,4.53E06,7.70E05,85.5%,14.0,DEFAULT,1129,965,164
,25/05/2022 12:56,6.51E06,5.28E06,1.23E06,81.1%,13.8,DEFAULT,1386,1124,262
,25/05/2022 12:54,5.61E06,4.89E06,7.14E05,87.3%,14.4,DEFAULT,1194,1042,152
,25/05/2022 12:53,7.28E06,6.41E06,8.78E05,87.9%,15.0,DEFAULT,1551,1364,187
,25/05/2022 12:52,6.13E06,4.96E06,1.17E06,80.9%,12.7,DEFAULT,1306,1057,249
,25/05/2022 12:50,6.02E06,5.54E06,4.84E05,92.0%,14.4,DEFAULT,1282,1179,103
,25/05/2022 12:48,8.13E06,4.75E06,3.38E06,58.4%,13.9,DEFAULT,1731,1011,720
,25/05/2022 12:35,1.03E07,1.01E07,1.41E05,98.6%,12.2,DEFAULT,2182,2152,30
,25/05/2022 12:34,1.16E07,1.14E07,1.88E05,98.4%,12.5,DEFAULT,2474,2434,40
,25/05/2022 12:33,9.53E06,9.38E06,1.46E05,98.5%,12.7,DEFAULT,2029,1998,31
,25/05/2022 12:32,1.01E07,9.99E06,1.22E05,98.8%,12.7,DEFAULT,2154,2128,26
,25/05/2022 12:31,8.25E06,8.11E06,1.36E05,98.3%,13.0,DEFAULT,1757,1728,29
,25/05/2022 10:05,7.65E06,6.41E06,1.25E06,83.7%,12.6,DEFAULT,1629,1364,265
,25/05/2022 10:04,9.95E06,8.57E06,1.38E06,86.1%,12.3,DEFAULT,2119,1825,294
,25/05/2022 10:03,9.36E06,8.33E06,1.03E06,89.0%,16.6,DEFAULT,1993,1773,220
,25/05/2022 10:02,9.56E06,8.48E06,1.08E06,88.7%,14.8,DEFAULT,2036,1806,230
,25/05/2022 10:01,8.45E06,7.58E06,8.69E05,89.7%,16.1,DEFAULT,1800,1615,185
,25/05/2022 10:00,1.13E07,9.32E06,1.96E06,82.6%,13.8,DEFAULT,2403,1985,418
,24/05/2022 14:33,8.50E06,8.41E06,8.92E04,99.0%,12.2,DEFAULT,1810,1791,19
,24/05/2022 09:18,6.27E06,5.41E06,8.59E05,86.3%,14.0,DEFAULT,1335,1152,183
,24/05/2022 09:15,9.78E06,8.55E06,1.24E06,87.4%,14.4,DEFAULT,2083,1820,263
,24/05/2022 09:14,8.95E06,6.79E06,2.16E06,75.9%,14.5,DEFAULT,1905,1445,460
,24/05/2022 09:13,8.76E06,7.12E06,1.65E06,81.2%,14.5,DEFAULT,1866,1515,351
,24/05/2022 09:12,9.00E06,6.70E06,2.30E06,74.4%,14.0,DEFAULT,1917,1427,490
,24/05/2022 09:11,9.21E06,6.55E06,2.66E06,71.1%,13.5,DEFAULT,1961,1395,566
,24/05/2022 09:09,6.89E06,6.78E06,1.08E05,98.4%,12.1,DEFAULT,1467,1444,23
,24/05/2022 09:08,6.36E06,6.25E06,1.17E05,98.2%,13.0,DEFAULT,1355,1330,25
,23/05/2022 15:04,6.96E06,6.83E06,1.27E05,98.2%,12.0,DEFAULT,1482,1455,27
,23/05/2022 15:03,5.07E06,5.01E06,6.57E04,98.7%,13.0,DEFAULT,1080,1066,14
,23/05/2022 11:40,6.06E06,5.95E06,1.08E05,98.2%,12.8,DEFAULT,1290,1267,23
,23/05/2022 11:38,8.04E06,7.62E06,4.27E05,94.7%,16.2,DEFAULT,1713,1622,91
,23/05/2022 11:37,6.63E06,4.67E06,1.96E06,70.5%,14.9,DEFAULT,1412,995,417
,23/05/2022 11:34,8.67E06,8.29E06,3.76E05,95.7%,14.8,DEFAULT,1846,1766,80
,23/05/2022 10:53,7.14E06,6.51E06,6.34E05,91.1%,13.8,DEFAULT,1521,1386,135
,23/05/2022 10:53,7.12E06,6.18E06,9.44E05,86.8%,13.3,DEFAULT,1517,1316,201
,23/05/2022 10:51,6.21E06,5.10E06,1.12E06,82.0%,13.6,DEFAULT,1323,1085,238
,23/05/2022 10:50,7.04E06,6.16E06,8.78E05,87.5%,13.4,DEFAULT,1499,1312,187
,23/05/2022 10:49,7.79E06,7.01E06,7.84E05,89.9%,13.8,DEFAULT,1659,1492,167
,23/05/2022 10:48,8.82E06,7.75E06,1.07E06,87.9%,13.7,DEFAULT,1879,1651,228
,23/05/2022 10:46,6.87E06,5.91E06,9.63E05,86.0%,13.9,DEFAULT,1463,1258,205
,23/05/2022 10:45,6.22E06,5.17E06,1.06E06,83.0%,13.2,DEFAULT,1325,1100,225
,23/05/2022 10:44,7.49E06,5.18E06,2.32E06,69.1%,13.2,DEFAULT,1595,1102,493
,23/05/2022 10:42,7.83E06,6.97E06,8.59E05,89.0%,14.2,DEFAULT,1667,1484,183
,23/05/2022 10:41,7.33E06,6.43E06,9.02E05,87.7%,14.1,DEFAULT,1561,1369,192
,23/05/2022 10:39,8.05E06,6.91E06,1.14E06,85.8%,13.4,DEFAULT,1714,1471,243
,23/05/2022 10:37,7.91E06,7.10E06,8.12E05,89.7%,13.7,DEFAULT,1685,1512,173
,23/05/2022 10:35,9.27E06,6.63E06,2.65E06,71.4%,13.1,DEFAULT,1975,1411,564
,23/05/2022 09:59,5.15E06,3.58E06,1.57E06,69.5%,15.2,DEFAULT,1096,762,334
,23/05/2022 09:52,7.18E06,5.77E06,1.41E06,80.4%,13.2,DEFAULT,1528,1228,300
,23/05/2022 09:49,6.41E06,5.60E06,8.12E05,87.3%,17.0,DEFAULT,1365,1192,173
,23/05/2022 09:48,6.18E06,3.56E06,2.62E06,57.7%,14.5,DEFAULT,1316,759,557
,23/05/2022 09:31,1.01E07,8.66E06,1.41E06,86.0%,14.9,DEFAULT,2144,1843,301
,23/05/2022 09:30,9.79E06,6.55E06,3.24E06,66.9%,13.7,DEFAULT,2084,1394,690
,23/05/2022 09:29,8.88E06,6.48E06,2.41E06,72.9%,14.1,DEFAULT,1892,1379,513
,23/05/2022 09:28,9.60E06,6.71E06,2.89E06,69.9%,13.5,DEFAULT,2044,1428,616
,23/05/2022 09:27,1.07E07,8.50E06,2.22E06,79.3%,14.2,DEFAULT,2283,1810,473
,23/05/2022 09:26,6.70E06,6.58E06,1.22E05,98.2%,12.5,DEFAULT,1427,1401,26
,23/05/2022 09:24,4.84E06,4.69E06,1.55E05,96.8%,12.0,DEFAULT,1031,998,33
,20/05/2022 13:59,8.19E06,6.91E06,1.28E06,84.3%,14.4,DEFAULT,1744,1471,273
,20/05/2022 13:58,1.21E07,1.07E07,1.44E06,88.1%,13.5,DEFAULT,2576,2269,307
,20/05/2022 13:57,1.30E07,1.16E07,1.44E06,88.9%,13.8,DEFAULT,2768,2461,307
,20/05/2022 13:56,1.16E07,1.01E07,1.52E06,86.9%,14.1,DEFAULT,2470,2146,324
,20/05/2022 13:55,1.24E07,1.09E07,1.50E06,87.9%,13.5,DEFAULT,2631,2312,319
,20/05/2022 13:54,1.13E07,9.88E06,1.39E06,87.6%,13.9,DEFAULT,2401,2104,297
,20/05/2022 13:52,1.34E07,1.21E07,1.29E06,90.4%,13.4,DEFAULT,2852,2578,274
,20/05/2022 13:49,8.08E06,6.96E06,1.12E06,86.1%,13.6,DEFAULT,1721,1482,239
,20/05/2022 13:45,8.23E06,7.30E06,9.25E05,88.8%,14.6,DEFAULT,1752,1555,197
,20/05/2022 13:38,8.61E06,7.80E06,8.08E05,90.6%,14.5,DEFAULT,1833,1661,172
,20/05/2022 13:36,5.45E06,4.67E06,7.79E05,85.7%,14.1,DEFAULT,1161,995,166
,20/05/2022 13:34,1.25E07,1.13E07,1.16E06,90.7%,13.4,DEFAULT,2653,2406,247
,19/05/2022 12:12,5.76E06,5.65E06,1.13E05,98.0%,12.4,DEFAULT,1227,1203,24
,19/05/2022 12:11,4.91E06,4.85E06,5.63E04,98.9%,12.0,DEFAULT,1045,1033,12
,19/05/2022 12:02,3.54E06,3.40E06,1.36E05,96.1%,15.0,DEFAULT,753,724,29
,19/05/2022 12:01,4.10E06,3.84E06,2.63E05,93.6%,11.9,DEFAULT,873,817,56
,19/05/2022 12:00,4.21E06,3.96E06,2.49E05,94.1%,12.5,DEFAULT,897,844,53
,18/05/2022 12:49,3.97E06,2.44E05,3.72E06,6.2%,12.2,DEFAULT,845,52,793
,18/05/2022 12:43,7.50E06,7.38E06,1.17E05,98.4%,12.1,DEFAULT,1597,1572,25
,18/05/2022 10:28,1.16E07,1.13E07,2.30E05,98.0%,12.8,DEFAULT,2463,2414,49
,18/05/2022 10:27,8.08E06,7.95E06,1.31E05,98.4%,12.5,DEFAULT,1720,1692,28
,18/05/2022 10:25,9.59E06,9.43E06,1.64E05,98.3%,12.1,DEFAULT,2043,2008,35
,18/05/2022 09:57,7.31E06,5.85E06,1.46E06,80.0%,15.1,DEFAULT,1556,1245,311
,18/05/2022 09:56,5.58E06,4.30E06,1.28E06,77.1%,16.2,DEFAULT,1188,916,272
,18/05/2022 09:40,7.14E06,6.30E06,8.36E05,88.3%,16.0,DEFAULT,1520,1342,178
,18/05/2022 09:40,5.62E06,5.06E06,5.59E05,90.1%,16.3,DEFAULT,1196,1077,119
,18/05/2022 09:39,6.89E06,5.94E06,9.49E05,86.2%,15.4,DEFAULT,1467,1265,202
,18/05/2022 09:35,6.72E06,5.03E06,1.70E06,74.8%,14.2,DEFAULT,1432,1071,361
,18/05/2022 09:34,6.33E06,5.28E06,1.05E06,83.5%,15.2,DEFAULT,1348,1125,223
,18/05/2022 09:32,8.39E06,8.01E06,3.76E05,95.5%,14.7,DEFAULT,1786,1706,80
,18/05/2022 09:31,7.39E06,6.55E06,8.41E05,88.6%,13.1,DEFAULT,1573,1394,179
,18/05/2022 09:29,7.00E06,6.63E06,3.71E05,94.7%,15.2,DEFAULT,1490,1411,79
,18/05/2022 09:28,5.64E06,5.34E06,2.96E05,94.8%,15.9,DEFAULT,1201,1138,63
,18/05/2022 09:27,7.85E06,7.41E06,4.46E05,94.3%,15.1,DEFAULT,1672,1577,95
,18/05/2022 09:09,7.18E06,5.48E06,1.70E06,76.3%,16.1,DEFAULT,1529,1166,363
,18/05/2022 09:08,7.35E06,4.94E06,2.42E06,67.1%,14.8,DEFAULT,1566,1051,515
,17/05/2022 13:52,2.50E06,2.45E06,5.17E04,97.9%,12.5,DEFAULT,532,521,11
,17/05/2022 12:25,9.27E06,9.11E06,1.55E05,98.3%,12.5,DEFAULT,1974,1941,33
,17/05/2022 12:24,7.96E06,7.84E06,1.27E05,98.4%,12.6,DEFAULT,1696,1669,27
,17/05/2022 12:03,8.23E06,7.91E06,3.15E05,96.2%,15.0,DEFAULT,1752,1685,67
,17/05/2022 12:01,6.33E06,5.93E06,4.09E05,93.6%,16.1,DEFAULT,1349,1262,87
,17/05/2022 11:29,8.48E06,8.16E06,3.19E05,96.2%,16.6,DEFAULT,1805,1737,68
,17/05/2022 11:28,7.80E06,7.18E06,6.20E05,92.1%,15.6,DEFAULT,1662,1530,132
,17/05/2022 10:24,5.69E06,5.58E06,1.08E05,98.1%,13.4,DEFAULT,1212,1189,23
,17/05/2022 09:28,7.19E06,7.08E06,1.13E05,98.4%,12.1,DEFAULT,1531,1507,24
,17/05/2022 09:26,7.65E06,5.73E06,1.92E06,74.8%,14.2,DEFAULT,1630,1220,410
,17/05/2022 09:25,8.12E06,6.97E06,1.15E06,85.9%,15.5,DEFAULT,1728,1484,244
,17/05/2022 09:24,7.53E06,5.80E06,1.74E06,76.9%,15.3,DEFAULT,1604,1234,370
,17/05/2022 09:22,6.76E06,4.70E06,2.07E06,69.4%,15.2,DEFAULT,1440,1000,440
,17/05/2022 07:52,4.53E06,4.42E06,1.08E05,97.6%,13.1,DEFAULT,964,941,23
,17/05/2022 07:50,4.45E06,4.35E06,1.03E05,97.7%,13.7,DEFAULT,948,926,22
,16/05/2022 15:46,9.12E06,8.27E06,8.55E05,90.6%,15.7,DEFAULT,1943,1761,182
,16/05/2022 15:43,9.37E06,8.48E06,8.92E05,90.5%,15.8,DEFAULT,1995,1805,190
,16/05/2022 15:40,8.28E06,7.50E06,7.79E05,90.6%,15.7,DEFAULT,1763,1597,166
,16/05/2022 15:39,9.72E06,9.31E06,4.04E05,95.8%,15.2,DEFAULT,2069,1983,86
,16/05/2022 15:38,8.38E06,7.21E06,1.17E06,86.0%,15.3,DEFAULT,1785,1535,250
,16/05/2022 15:35,8.23E06,7.61E06,6.20E05,92.5%,16.5,DEFAULT,1753,1621,132
,16/05/2022 15:33,1.04E07,9.61E06,7.75E05,92.5%,15.6,DEFAULT,2212,2047,165
,16/05/2022 14:31,3.55E06,3.43E06,1.17E05,96.7%,16.2,DEFAULT,756,731,25
,16/05/2022 14:29,4.73E06,4.60E06,1.27E05,97.3%,12.5,DEFAULT,1007,980,27
,16/05/2022 12:13,3.02E06,2.95E06,6.57E04,97.8%,13.5,DEFAULT,643,629,14
,16/05/2022 11:57,9.27E06,8.72E06,5.45E05,94.1%,15.0,DEFAULT,1973,1857,116
,16/05/2022 11:56,7.30E06,6.96E06,3.33E05,95.4%,15.8,DEFAULT,1554,1483,71
,16/05/2022 11:55,7.22E06,6.63E06,5.96E05,91.7%,14.8,DEFAULT,1538,1411,127
,16/05/2022 11:54,1.05E07,1.03E07,1.74E05,98.3%,13.0,DEFAULT,2236,2199,37
,16/05/2022 11:53,7.72E06,7.14E06,5.82E05,92.5%,15.1,DEFAULT,1644,1520,124
,16/05/2022 11:52,7.59E06,7.03E06,5.68E05,92.5%,14.8,DEFAULT,1617,1496,121
,16/05/2022 11:44,9.33E06,8.92E06,4.04E05,95.7%,15.7,DEFAULT,1986,1900,86
,16/05/2022 11:43,8.18E06,7.70E06,4.84E05,94.1%,15.0,DEFAULT,1742,1639,103
,16/05/2022 11:42,7.62E06,7.13E06,4.88E05,93.6%,15.0,DEFAULT,1622,1518,104
,16/05/2022 11:41,8.38E06,7.81E06,5.73E05,93.2%,15.3,DEFAULT,1785,1663,122
,16/05/2022 11:39,8.03E06,7.51E06,5.12E05,93.6%,15.7,DEFAULT,1709,1600,109
,16/05/2022 11:11,5.72E06,5.65E06,6.57E04,98.9%,12.6,DEFAULT,1218,1204,14
,16/05/2022 10:20,9.05E06,6.98E06,2.07E06,77.1%,14.6,DEFAULT,1928,1487,441
,16/05/2022 10:19,7.90E06,6.60E06,1.30E06,83.5%,15.0,DEFAULT,1683,1406,277
,16/05/2022 10:18,7.48E06,6.07E06,1.41E06,81.1%,16.4,DEFAULT,1593,1292,301
,16/05/2022 10:17,8.53E06,6.22E06,2.32E06,72.9%,14.8,DEFAULT,1817,1324,493
,16/05/2022 09:41,5.40E06,4.60E05,4.94E06,8.5%,12.9,DEFAULT,1149,98,1051
,16/05/2022 09:12,3.98E06,3.94E06,3.76E04,99.1%,12.2,DEFAULT,847,839,8
,16/05/2022 09:11,1.69E06,1.65E06,4.70E04,97.2%,12.9,DEFAULT,361,351,10
,16/05/2022 09:11,3.12E06,3.10E06,1.88E04,99.4%,12.5,DEFAULT,665,661,4
,16/05/2022 08:52,7.72E06,6.87E06,8.50E05,89.0%,16.5,DEFAULT,1644,1463,181
,16/05/2022 08:51,9.29E06,8.27E06,1.03E06,88.9%,15.1,DEFAULT,1979,1760,219
,13/05/2022 13:01,6.71E06,3.24E05,6.39E06,4.8%,12.0,DEFAULT,1429,69,1360
,13/05/2022 13:00,4.16E06,1.69E05,3.99E06,4.1%,12.0,DEFAULT,885,36,849
,13/05/2022 12:50,1.00E07,8.06E06,1.98E06,80.3%,13.5,DEFAULT,2139,1717,422
,13/05/2022 12:49,9.88E06,8.40E06,1.48E06,85.0%,13.2,DEFAULT,2104,1789,315
,13/05/2022 12:49,8.79E06,7.26E06,1.53E06,82.6%,13.5,DEFAULT,1871,1546,325
,13/05/2022 12:49,9.52E06,7.93E06,1.59E06,83.3%,13.0,DEFAULT,2027,1689,338
,13/05/2022 12:48,6.78E06,6.70E06,7.98E04,98.8%,12.3,DEFAULT,1443,1426,17
,13/05/2022 12:47,6.30E06,6.21E06,9.39E04,98.5%,12.4,DEFAULT,1342,1322,20
,13/05/2022 12:01,1.52E07,1.50E07,1.88E05,98.8%,12.0,DEFAULT,3239,3199,40
,13/05/2022 12:00,2.91E06,2.83E06,7.98E04,97.3%,12.9,DEFAULT,619,602,17
,13/05/2022 11:58,8.87E06,8.79E06,7.98E04,99.1%,12.8,DEFAULT,1889,1872,17
,13/05/2022 11:58,1.00E07,9.91E06,1.22E05,98.8%,12.5,DEFAULT,2136,2110,26
,13/05/2022 11:56,1.39E07,1.38E07,1.17E05,99.2%,12.1,DEFAULT,2966,2941,25
,13/05/2022 11:54,9.07E06,8.97E06,1.03E05,98.9%,12.3,DEFAULT,1931,1909,22
,13/05/2022 11:52,7.99E06,7.87E06,1.22E05,98.5%,12.7,DEFAULT,1702,1676,26
,13/05/2022 11:44,9.15E06,9.01E06,1.41E05,98.5%,12.3,DEFAULT,1948,1918,30
,13/05/2022 11:43,8.48E06,8.32E06,1.60E05,98.1%,12.7,DEFAULT,1805,1771,34
,13/05/2022 11:41,7.73E06,7.56E06,1.69E05,97.8%,12.5,DEFAULT,1646,1610,36
,13/05/2022 11:40,8.34E06,8.21E06,1.31E05,98.4%,12.4,DEFAULT,1776,1748,28
,13/05/2022 11:38,7.67E06,7.55E06,1.22E05,98.4%,11.9,DEFAULT,1633,1607,26
,13/05/2022 09:42,1.07E07,9.41E06,1.34E06,87.5%,13.7,DEFAULT,2289,2003,286
,13/05/2022 09:42,8.78E06,7.67E06,1.11E06,87.3%,14.4,DEFAULT,1870,1633,237
,13/05/2022 09:40,1.08E07,9.48E06,1.31E06,87.9%,12.9,DEFAULT,2298,2019,279
,13/05/2022 09:40,1.07E07,9.81E06,9.25E05,91.4%,14.0,DEFAULT,2285,2088,197
,12/05/2022 15:03,3.36E06,3.29E06,7.51E04,97.8%,12.3,DEFAULT,716,700,16
,12/05/2022 13:29,6.26E06,6.17E06,9.39E04,98.5%,12.8,DEFAULT,1334,1314,20
,12/05/2022 12:33,2.25E06,2.21E06,3.76E04,98.3%,12.9,DEFAULT,479,471,8
,12/05/2022 12:32,2.84E06,2.81E06,2.82E04,99.0%,13.0,DEFAULT,605,599,6
,12/05/2022 12:07,4.84E06,4.76E06,7.98E04,98.3%,13.0,DEFAULT,1030,1013,17
,12/05/2022 11:52,1.23E07,1.20E07,2.11E05,98.3%,12.4,DEFAULT,2609,2564,45
,12/05/2022 11:49,1.05E07,1.04E07,1.31E05,98.7%,12.3,DEFAULT,2234,2206,28
,12/05/2022 11:43,1.09E07,1.08E07,1.60E05,98.5%,12.9,DEFAULT,2327,2293,34
,12/05/2022 11:37,5.61E06,5.55E06,6.11E04,98.9%,12.8,DEFAULT,1194,1181,13
,12/05/2022 11:34,1.11E07,1.09E07,1.64E05,98.5%,13.0,DEFAULT,2360,2325,35
,12/05/2022 11:03,2.83E06,2.76E06,7.04E04,97.5%,13.0,DEFAULT,603,588,15
,12/05/2022 10:56,2.91E06,2.81E06,9.86E04,96.6%,12.2,DEFAULT,619,598,21
,12/05/2022 10:55,4.60E06,4.47E06,1.22E05,97.3%,15.3,DEFAULT,979,953,26
,12/05/2022 10:53,4.81E06,4.10E06,7.09E05,85.3%,11.5,DEFAULT,1024,873,151
,12/05/2022 10:50,3.76E06,3.70E06,6.11E04,98.4%,12.6,DEFAULT,801,788,13
,11/05/2022 11:08,9.16E06,9.06E06,9.86E04,98.9%,12.5,DEFAULT,1950,1929,21
,11/05/2022 11:08,8.16E06,8.05E06,1.13E05,98.6%,12.8,DEFAULT,1738,1714,24
,11/05/2022 11:07,6.19E06,3.66E06,2.53E06,59.2%,13.6,DEFAULT,1318,780,538
,11/05/2022 11:06,8.36E06,8.17E06,1.97E05,97.6%,12.3,DEFAULT,1781,1739,42
,11/05/2022 11:05,8.34E06,8.14E06,1.92E05,97.7%,12.4,DEFAULT,1775,1734,41
,11/05/2022 09:43,8.00E06,7.88E06,1.27E05,98.4%,12.0,DEFAULT,1704,1677,27
,11/05/2022 09:43,7.43E06,7.33E06,1.03E05,98.6%,11.6,DEFAULT,1582,1560,22
,11/05/2022 09:42,7.82E06,7.68E06,1.36E05,98.3%,12.0,DEFAULT,1665,1636,29
,11/05/2022 09:42,6.16E06,6.05E06,1.03E05,98.3%,11.7,DEFAULT,1311,1289,22
,10/05/2022 12:58,7.76E06,7.66E06,1.03E05,98.7%,12.9,DEFAULT,1653,1631,22
,10/05/2022 12:44,8.23E06,8.08E06,1.50E05,98.2%,12.7,DEFAULT,1753,1721,32
,10/05/2022 12:33,7.30E06,7.20E06,1.03E05,98.6%,12.3,DEFAULT,1555,1533,22
,10/05/2022 12:33,7.49E06,7.39E06,9.86E04,98.7%,12.5,DEFAULT,1594,1573,21
,10/05/2022 12:32,7.73E06,7.65E06,7.51E04,99.0%,12.4,DEFAULT,1645,1629,16
,10/05/2022 11:51,7.34E06,7.23E06,1.08E05,98.5%,13.1,DEFAULT,1562,1539,23
,10/05/2022 11:50,7.19E06,7.09E06,1.03E05,98.6%,12.2,DEFAULT,1531,1509,22
,10/05/2022 10:43,4.37E06,4.25E06,1.22E05,97.2%,12.4,DEFAULT,931,905,26
,10/05/2022 10:41,4.06E06,3.99E06,6.57E04,98.4%,13.3,DEFAULT,864,850,14
,09/05/2022 16:11,6.59E06,6.50E06,8.92E04,98.6%,13.0,DEFAULT,1403,1384,19
,09/05/2022 16:10,6.25E06,6.17E06,7.98E04,98.7%,12.5,DEFAULT,1330,1313,17
,09/05/2022 11:17,7.34E06,7.12E06,2.25E05,96.9%,12.0,DEFAULT,1563,1515,48
,09/05/2022 11:16,7.53E06,7.34E06,1.83E05,97.6%,12.2,DEFAULT,1603,1564,39
,09/05/2022 11:15,4.03E06,3.69E06,3.43E05,91.5%,15.5,DEFAULT,859,786,73
,09/05/2022 11:15,1.06E07,1.01E07,5.68E05,94.7%,12.0,DEFAULT,2267,2146,121
,09/05/2022 11:14,4.89E06,4.59E06,3.01E05,93.9%,11.9,DEFAULT,1042,978,64
,09/05/2022 11:01,4.97E06,4.32E06,6.48E05,87.0%,13.2,DEFAULT,1059,921,138
,09/05/2022 10:57,6.06E06,5.51E06,5.49E05,90.9%,12.0,DEFAULT,1291,1174,117
,09/05/2022 10:54,2.92E06,2.56E06,3.57E05,87.8%,12.2,DEFAULT,622,546,76
,09/05/2022 10:53,3.35E06,3.10E06,2.49E05,92.6%,14.7,DEFAULT,714,661,53
,09/05/2022 10:51,5.00E06,4.72E06,2.77E05,94.5%,11.8,DEFAULT,1065,1006,59
,09/05/2022 10:36,6.11E06,5.81E06,2.91E05,95.2%,12.5,DEFAULT,1300,1238,62
,09/05/2022 10:34,6.61E06,6.28E06,3.24E05,95.1%,11.8,DEFAULT,1407,1338,69
,06/05/2022 12:51,2.82E04,9.39E03,1.88E04,33.3%,18.3,DEFAULT,6,2,4
,06/05/2022 12:49,3.38E05,2.72E05,6.57E04,80.6%,13.7,DEFAULT,72,58,14
,06/05/2022 12:46,2.72E05,1.92E05,7.98E04,70.7%,14.1,DEFAULT,58,41,17
,06/05/2022 12:42,4.35E06,4.13E06,2.16E05,95.0%,16.6,DEFAULT,926,880,46
,06/05/2022 11:29,5.64E06,5.51E06,1.27E05,97.8%,12.8,DEFAULT,1201,1174,27
,06/05/2022 11:28,3.42E06,3.35E06,7.51E04,97.8%,12.6,DEFAULT,729,713,16
,06/05/2022 11:16,3.52E05,3.19E05,3.29E04,90.7%,12.7,DEFAULT,75,68,7
,06/05/2022 10:44,7.35E06,7.27E06,8.92E04,98.8%,12.1,DEFAULT,1566,1547,19
,06/05/2022 10:40,4.04E05,3.90E05,1.41E04,96.5%,11.7,DEFAULT,86,83,3
,06/05/2022 10:29,7.89E06,7.73E06,1.55E05,98.0%,11.7,DEFAULT,1680,1647,33
,06/05/2022 10:28,7.88E06,7.73E06,1.46E05,98.2%,11.7,DEFAULT,1678,1647,31
,05/05/2022 12:19,2.42E06,2.35E06,7.04E04,97.1%,14.0,DEFAULT,516,501,15
,05/05/2022 12:14,4.63E06,4.38E06,2.49E05,94.6%,11.9,DEFAULT,985,932,53
,05/05/2022 11:06,1.94E06,1.90E06,3.76E04,98.1%,12.5,DEFAULT,413,405,8
,05/05/2022 11:06,1.69E06,1.65E06,3.76E04,97.8%,12.7,DEFAULT,360,352,8
,05/05/2022 11:03,2.96E06,2.87E06,9.39E04,96.8%,12.7,DEFAULT,630,610,20
,05/05/2022 11:02,2.76E06,2.70E06,6.57E04,97.6%,12.7,DEFAULT,588,574,14
,04/05/2022 09:57,3.16E06,1.20E06,1.96E06,38.0%,13.6,DEFAULT,673,256,417
,04/05/2022 09:56,5.19E06,1.36E06,3.84E06,26.1%,12.1,DEFAULT,1106,289,817
,04/05/2022 09:55,5.92E06,2.89E06,3.03E06,48.9%,12.8,DEFAULT,1261,616,645
,02/05/2022 15:15,0.00E00,0.00E00,0.00E00,0.0%,0.0,DEFAULT,0,0,0
,02/05/2022 13:23,1.02E07,4.96E06,5.22E06,48.7%,14.7,DEFAULT,2168,1056,1112
,02/05/2022 13:22,4.90E06,4.81E06,9.39E04,98.1%,13.0,DEFAULT,1044,1024,20
,02/05/2022 11:25,7.83E06,4.93E06,2.90E06,62.9%,13.8,DEFAULT,1668,1050,618
,02/05/2022 11:24,1.87E07,1.32E07,5.51E06,70.5%,10.3,DEFAULT,3979,2805,1174
,02/05/2022 11:24,6.37E06,5.18E06,1.19E06,81.3%,11.3,DEFAULT,1356,1103,253
,02/05/2022 11:23,7.06E06,6.78E06,2.77E05,96.1%,15.1,DEFAULT,1503,1444,59
,02/05/2022 11:22,2.85E06,2.19E06,6.62E05,76.8%,13.8,DEFAULT,607,466,141
,02/05/2022 11:22,9.58E06,5.40E06,4.18E06,56.3%,11.0,DEFAULT,2041,1150,891
,02/05/2022 11:21,3.08E06,2.22E06,8.59E05,72.1%,13.9,DEFAULT,655,472,183
,02/05/2022 11:13,1.85E06,9.82E05,8.69E05,53.0%,10.1,DEFAULT,394,209,185
,02/05/2022 11:12,9.49E06,7.79E06,1.70E06,82.1%,12.7,DEFAULT,2021,1660,361
